sentence1,sentence2,similarity_score,split
Les Etats-Unis pensent que le gouvernement syrien a utilisé des armes chimiques,Les Etats-Unis suspectent la Syrie d'avoir utilisé des armes chimiques,5.0,train
Les puissances mondiales et l'Iran vont reprendre les discussions d'experts sur le nucléaire le 30 décembre,Les experts nucléaires iraniens et les puissances mondiales reprennent les pourparlers la semaine prochaine,4.0,train
Les Frères musulmans d'Égypte refusent de faire marche arrière,Un tribunal égyptien condamne le dirigeant des Frères musulmans à la prison à vie,1.399999976158142,train
"Au moins 6 morts au Canada : accident de bus, de train",Au moins 6 morts dans un accident de train à Paris,2.200000047683716,train
Le président chinois rencontre le Premier ministre grec et appelle à un partenariat renforcé,Le président chinois rencontre le vice-président indien,1.7999999523162842,train
"AstraZeneca paie 4,1 milliards de dollars pour racheter Bristol-Myers Squibb à l'alliance contre le diabète","AstraZeneca rachète Bristol à l'entreprise de diabétologie pour un montant de 4,1 milliards de dollars",5.0,train
Un fugitif italien arrêté en République dominicaine,Le brise-glace australien arrive en Antarctique de l'Est pour une nouvelle mission de sauvetage,0.0,train
L'Inde et les Etats-Unis vont discuter de la Chine la semaine prochaine,L'Egypte va poursuivre ses discussions avec le FMI sur un prêt la semaine prochaine,1.399999976158142,train
Israël mène une offensive terrestre à Gaza,Israël lance une offensive terrestre à Gaza,4.800000190734863,train
"Ehud Olmert, ancien premier ministre israélien, condamné à six ans de prison pour corruption",Ehud Olmert condamné à six ans en Israël,3.799999952316284,train
Brahimi s'excuse auprès de la Syrie pour l'absence de progrès dans la paix,Le médiateur présente ses excuses aux Syriens pour l'absence de progrès dans la paix,3.799999952316284,train
Les manifestants égyptiens lancent un ultimatum à Morsi pour qu'il démissionne,Les manifestants ukrainiens affrontent la police lors de nouveaux affrontements,0.4000000059604645,train
5 choses à savoir sur les Jeux olympiques de Sotchi,7 choses à savoir sur l'éthanol,0.0,train
Les stocks chinois ouvrent en baisse mercredi,Les stocks de la Chine ferment en baisse lundi,2.5999999046325684,train
Les États-Unis retardent l'essai d'un missile alors que la tension monte,"William Hague : La décision des États-Unis de mettre fin aux essais de missiles est ""judicieuse"".",3.4000000953674316,train
L'incendie de Pékin fait 10 victimes,L'incendie de Pékin fait dix morts,5.0,train
Pacte frontalier entre l'Inde et la Chine sur l'encre ; 8 autres accords,L'Inde et la Chine signent un accord sur les rivières transfrontalières,3.799999952316284,train
Le Venezuela expulse trois diplomates américains,Le Venezuela expulse 3 diplomates américains,5.0,train
"Un fort smog frappe le nord de la Chine, les vols sont annulés","Un fort smog frappe le nord de la ville de Chine, les vols sont annulés",5.0,train
La Russie prétend avoir déjoué un éventuel acte de terrorisme,"La Russie affirme que des ""objets"" balistiques ont été tirés en Méditerranée",1.399999976158142,train
3 touristes chinois tués au Pakistan,Sept ravisseurs tués dans le sud du Nigeria,0.4000000059604645,train
La Coupe du monde de football à sept est à la portée du Kenya,Le choc des styles à la cour ouvre le procès du jeune homme'Äô,0.0,train
Des hommes armés tuent 10 touristes étrangers dans le nord du Pakistan,"Des militants islamiques tuent 9 touristes étrangers, 1 Pakistanais",2.5999999046325684,train
Un Autrichien a trouvé 56 crânes volés dans son musée,Des crânes volés trouvés dans le musée de la maison,3.4000000953674316,train
L'Egypte lance une offensive contre les militants du Sinaï,L'Egypte lance une offensive contre les insurgés du Sinaï,5.0,train
La vague de chaleur du sud-ouest devient fatale,"Au moins 1 mort, 40 personnes hospitalisées lors de la vague de chaleur du sud-ouest",4.0,train
Detroit peut bénéficier de la protection de la loi sur les faillites : Juge américain,Detroit peut bénéficier de la protection de la loi sur les faillites,4.599999904632568,train
"Mort de l'auteur britannique Doris Lessing, lauréate du prix Nobel","Décès de l'écrivain Doris Lessing, lauréate du prix Nobel",4.199999809265137,train
Le gouvernement israélien autorise de nouvelles implantations en prévision des négociations,Israël approuve de nouvelles maisons de colonies avant les pourparlers de paix,4.800000190734863,train
Le chef des talibans pakistanais tué par un drone américain,Les funérailles du chef des talibans pakistanais vont avoir lieu,1.600000023841858,train
Poutine signe le traité d'annexe de la Crimée,09:32 Poutine signe l'annexion de la Crimée,3.5999999046325684,train
La FAA maintient l'interdiction des vols américains vers Tel-Aviv,La FAA lève l'interdiction des vols américains vers Tel-Aviv,1.7999999523162842,train
L'envoyé chinois réfute les accusations des Vietnamiens et des Philippins concernant la mer de Chine méridionale,Le Chinois Xi dit que le Vietnam veut la paix dans le sud de la mer de Chine,3.200000047683716,train
Quatre autres personnes arrêtées pour le plus grand syndicat d'importation illégale de tabac en Australie,La police cible un syndicat de tabac illégal,2.799999952316284,train
Obama veut remplir le conseil d'administration de la Fed et place Fischer en deuxième position,Obama se dit prêt à discuter du budget avec le gouvernement britannique,0.4000000059604645,train
Le président iranien condamne l'utilisation d'armes chimiques en Syrie,Sonder l'utilisation présumée d'armes chimiques en Syrie,1.600000023841858,train
Une société qui s'effiloche,Les anciens alignements de télévision se fissurent sur les bords,0.4000000059604645,train
L'ONU invite l'Iran à la conférence de paix syrienne,ONU : l'Iran invité à participer à la conférence de paix syrienne,5.0,train
Augmentation du nombre de morts dans les accidents de bus en Italie,Starbucks ouvre la voie aux travailleurs pour l'obtention d'un diplôme universitaire,0.0,train
L'arbitre de football frappé par le décès d'un joueur,La police : Un arbitre de football de l'Utah frappé par un joueur meurt,4.199999809265137,train
Angela Merkel a remporté une courte victoire aux élections allemandes,Le nouveau président du Malawi a prêté serment après des élections contestées,0.4000000059604645,train
Israël détient 37 Palestiniens alors que l'opération d'arrestation se poursuit,Israël critique la position palestinienne sur les colons,1.2000000476837158,train
Les rebelles tuent 21 civils dans un village alaouite de Syrie,Une bombe tue 18 civils en Afghanistan,1.2000000476837158,train
Le monde envoie des secours d'urgence aux Philippines,Typhon Haiyan : le monde envoie des secours aux Philippines,5.0,train
Un gréviste de la faim palestinien et Israël concluent un accord,Un militant palestinien détenu lors d'un raid israélien,1.2000000476837158,train
Assad dit que la Syrie se conformera à la résolution de l'ONU sur les armes,Le président syrien Assad s'engage à respecter la résolution de l'ONU,4.800000190734863,train
Le président sud-coréen est désolé pour la réponse du ferry,"S. Le président coréen est ""désolé"" pour la catastrophe du ferry",4.599999904632568,train
La hausse des prix alimentaires suscite des inquiétudes en Iran,L'Américain Chris Horner remporte le Tour d'Espagne,0.0,train
Obama a pris une décision de dernière minute sur l'approbation de la Syrie,Obama envisage une action militaire limitée en Syrie,2.0,train
"Le conducteur retourne dans la poussette avec l'enfant, puis s'en va","Le conducteur revient vers sa mère, la poussette avec l'enfant puis s'en va",4.0,train
La princesse d'Espagne témoigne dans une enquête historique sur la fraude,La princesse espagnole témoigne dans une enquête historique sur la fraude,5.0,train
Le Sénat confirme la nomination d'Obama à la cour d'appel,Le Sénat approuve la nomination d'Obama à la cour d'appel,5.0,train
Le chef des droits de l'ONU presse l'Egypte sur la détention de Mursi,Le chef des droits de l'homme des Nations unies fait pression sur l'Égypte concernant la détention de Morsi,5.0,train
Le Sénat américain confirme Janet Yellen à la tête de la Réserve fédérale américaine,Le Sénat confirme Janet Yellen à la présidence de la Réserve fédérale,5.0,train
Des groupes rebelles syriens s'affrontent au nord,Des groupes de rebelles syriens s'affrontent au nord,5.0,train
Mayawati exige le pouvoir du président au Cachemire,Mayawati demande aux présidents de gouverner le Jammu-et-Cachemire,3.0,train
Le président ougandais signe un projet de loi anti-gays,Le président de l'Ouganda signe une loi anti-gays sévère,4.0,train
Les protestations thaïlandaises s'intensifient : rochers et gaz lacrymogènes,Des rochers et des gaz lacrymogènes s'échappent alors que les manifestations thaïlandaises s'intensifient,5.0,train
Un suspect de l'attentat de Boston enterré en Virginie,Le suspect d'une bombe à Boston enterré dans le cimetière de Virginie,5.0,train
Six morts dans l'explosion d'un restaurant philippin,6 personnes tuées dans l'explosion d'un restaurant aux Philippines,5.0,train
Un journal de l'armée chinoise s'attaque au programme américain PRISM,Un journal de l'armée chinoise condamne le programme PRISM des Etats-Unis,5.0,train
Silvio Berlusconi expulsé du Parlement italien,Silvio Berlusconi expulsé du Parlement,4.0,train
Deux personnes tuées dans l'explosion d'une voiture à Bahreïn,Deux personnes tuées dans l'explosion d'une voiture à Bahreïn,5.0,train
La Russie prévient qu'elle réagira si des intérêts sont attaqués en Ukraine,"La Russie prévient qu'elle ""répondra"" si des intérêts en Ukraine sont attaqués",5.0,train
Le nouveau procès de Hosni Mubarak ajourné au 8 juin,Le nouveau procès de Moubarak reporté au mois de juin,4.0,train
Les manifestants égyptiens défient la menace du gouvernement de mettre fin aux sit-in,Les manifestants égyptiens défient la menace du gouvernement,4.0,train
Un couple se marie lors du premier mariage de Scientologie au Royaume-Uni,Un couple se marie lors du premier mariage de Scientologie en Grande-Bretagne,5.0,train
L'émir du Qatar remet le pouvoir à son fils,L'émir qatari remet le pouvoir à son fils Tamim,4.0,train
Le bilan du typhon aux Philippines est de 7 000 morts,Le bilan des victimes du typhon aux Philippines dépasse les 5 000 morts,3.0,train
"L'Égypte se prépare pour le ""vendredi de la colère"" après le carnage",L'Egypte se prépare pour un vendredi de colère après une répression sanglante,4.0,train
Les Red Sox battent les Tigres 5-2 pour accéder aux séries mondiales,Les Red Sox battent les Tigres pour accéder aux World Series,4.0,train
La Chine fait atterrir le robot Jade Rabbit sur la Lune,La Chine fait atterrir un robot-rover sur la lune,4.0,train
Le Parlement ukrainien démet le président,Le Parlement ukrainien vote la destitution du président,4.0,train
Les législateurs vénézuéliens se battent dans un contexte de tensions électorales,Les législateurs vénézuéliens se disputent les élections,5.0,train
"La Corée du Nord met en garde les étrangers au Sud, en conseillant l'évacuation",La Corée du Nord avertit les étrangers au Sud d'évacuer,5.0,train
Le capitaine d'un ferry sud-coréen coulé est arrêté,Le capitaine du ferry coréen S chaviré est arrêté,4.0,train
"Les voitures, les conducteurs plongent dans la rivière après Wash. Effondrement du pont de la I-5",Les voitures plongent dans le fleuve alors qu'un pont américain s'effondre,3.0,train
Le nombre de morts en Syrie dépasse désormais les 100 000,Plus de 100 000 morts en Syrie à ce jour,5.0,train
Les rebelles communistes tendent une embuscade à la police philippine et tuent 7 personnes,Les rebelles communistes tuent huit policiers philippins,4.0,train
